split,image,class_id,x_center,y_center,box_width,box_height,box_area,aspect_ratio
train,20230620_160212ll.jpg,0,0.3565,0.164375,0.028333,0.01425,0.00040374525000000004,1.988280701754386
train,20230620_160214ll.jpg,0,0.311333,0.178625,0.074,0.05775,0.0042735,1.2813852813852813
train,20230620_160214ll.jpg,0,0.773833,0.265625,0.053667,0.02725,0.0014624257499999999,1.9694311926605503
train,20230620_160214ll.jpg,0,0.573333,0.165625,0.045333,0.01675,0.00075932775,2.7064477611940294
train,20230620_160217ll.jpg,0,0.688167,0.266,0.077,0.0435,0.0033494999999999996,1.7701149425287357
train,20230620_160217ll.jpg,0,0.3425,0.14275,0.029,0.012,0.000348,2.4166666666666665
train,20230620_160217ll.jpg,0,0.216,0.07575,0.033333,0.0195,0.0006499935,1.7093846153846155
train,20230620_160217ll.jpg,0,0.788667,0.1385,0.032667,0.0175,0.0005716725000000001,1.8666857142857143
train,20230620_160218ll.jpg,0,0.5375,0.266125,0.105667,0.04575,0.00483426525,2.3096612021857923
train,20230620_160218ll.jpg,0,0.273,0.1075,0.026,0.017,0.000442,1.5294117647058822
train,20230620_160218ll.jpg,0,0.363167,0.139625,0.019667,0.00825,0.00016225275,2.3838787878787877
train,20230620_160218ll.jpg,0,0.912667,0.0875,0.032667,0.005,0.00016333500000000002,6.5334
train,20230620_160221ll.jpg,0,0.91,0.278125,0.074,0.05225,0.0038664999999999997,1.4162679425837321
train,20230620_160245ll.jpg,0,0.635333,0.21775,0.09,0.0555,0.004995,1.6216216216216215
train,20230620_160253ll.jpg,0,0.428,0.304625,0.307333,0.09675,0.029734467750000004,3.1765684754521963
train,20230620_160300ll.jpg,0,0.502833,0.263375,0.120333,0.05525,0.00664839825,2.177972850678733
train,20230620_160304ll.jpg,0,0.348333,0.25475,0.255333,0.075,0.019149974999999996,3.4044399999999997
train,20230620_160342ll.jpg,0,0.052667,0.2905,0.104667,0.0295,0.0030876765,3.5480338983050848
train,20230620_160342ll.jpg,0,0.492333,0.29475,0.044,0.0245,0.001078,1.7959183673469385
train,20230620_160342ll.jpg,0,0.198,0.175125,0.022667,0.00475,0.00010766824999999999,4.772
train,20230620_160345ll.jpg,0,0.4245,0.310625,0.172333,0.04125,0.00710873625,4.177769696969697
train,20230620_160345ll.jpg,0,0.643167,0.086,0.023,0.004,9.2e-05,5.75
train,20230620_160345ll.jpg,0,0.763,0.12425,0.02,0.013,0.00026,1.5384615384615385
train,20230620_160345ll.jpg,0,0.839,0.091875,0.020667,0.00475,9.816825e-05,4.350947368421053
train,20230620_160351ll.jpg,0,0.566333,0.362875,0.1,0.05875,0.005875,1.7021276595744683
train,20230620_160351ll.jpg,0,0.367833,0.35575,0.088333,0.0815,0.0071991395,1.0838404907975459
train,20230620_160351ll.jpg,0,0.423,0.2205,0.056667,0.037,0.002096679,1.5315405405405407
train,20230620_160353ll.jpg,0,0.394833,0.485125,0.171,0.13575,0.023213250000000005,1.259668508287293
train,20230620_160353ll.jpg,0,0.7485,0.578,0.220333,0.074,0.016304641999999998,2.977472972972973
train,20230620_160353ll.jpg,0,0.489,0.23025,0.127333,0.098,0.012478634,1.2993163265306122
train,20230620_160402ll.jpg,0,0.280833,0.188,0.053667,0.025,0.001341675,2.14668
train,20230620_160402ll.jpg,0,0.4635,0.18325,0.050333,0.021,0.0010569930000000002,2.396809523809524
train,20230620_160402ll.jpg,0,0.608167,0.160625,0.051667,0.02225,0.0011495907499999999,2.322112359550562
train,20230620_160408ll.jpg,0,0.377333,0.1205,0.191333,0.0435,0.0083229855,4.398459770114943
train,20230620_160419ll.jpg,0,0.61,0.291125,0.166667,0.03275,0.00545834425,5.089068702290076
train,20230620_160419ll.jpg,0,0.854333,0.133,0.020667,0.0115,0.0002376705,1.797130434782609
train,20230620_160431ll.jpg,0,0.5925,0.297,0.114333,0.049,0.005602317000000001,2.333326530612245
train,20230620_160435ll.jpg,0,0.412167,0.284,0.319,0.0795,0.0253605,4.012578616352202
train,20230620_160517ll.jpg,0,0.620667,0.401875,0.056667,0.02925,0.0016575097500000002,1.9373333333333334
train,20230620_160517ll.jpg,0,0.6965,0.3,0.049667,0.0285,0.0014155095,1.7427017543859649
train,20230620_160522ll.jpg,0,0.460667,0.303625,0.239333,0.05125,0.012265816249999999,4.6699121951219515
train,20230620_160525ll.jpg,0,0.71,0.24975,0.102667,0.063,0.006468021,1.6296349206349205
train,20230620_160930ll.jpg,0,0.485333,0.384625,0.097333,0.04575,0.00445298475,2.127497267759563
train,20230620_160930ll.jpg,0,0.7555,0.1765,0.040333,0.029,0.0011696570000000002,1.390793103448276
train,20230620_160930ll.jpg,0,0.884167,0.167,0.049667,0.013,0.000645671,3.820538461538462
train,20230620_160930ll.jpg,0,0.597167,0.136625,0.019,0.00525,9.975e-05,3.6190476190476186
train,20230620_161001ll.jpg,0,0.4925,0.28975,0.046333,0.03,0.00138999,1.5444333333333333
train,20230620_161001ll.jpg,0,0.165333,0.160375,0.022667,0.01025,0.00023233675000000002,2.211414634146341
train,20230620_161001ll.jpg,0,0.2685,0.16325,0.023667,0.012,0.00028400400000000003,1.97225
train,20230620_161003ll.jpg,0,0.438833,0.500875,0.195667,0.14325,0.028029297749999998,1.365912739965096
train,20230620_161003ll.jpg,0,0.306333,0.087875,0.174,0.07175,0.012484499999999997,2.4250871080139373
train,20230620_161019ll.jpg,0,0.470833,0.346,0.297,0.136,0.040392000000000004,2.1838235294117645
train,20230620_161021ll.jpg,0,0.477333,0.285125,0.133333,0.10325,0.01376663225,1.2913607748184022
train,20230620_161021ll.jpg,0,0.751167,0.119875,0.095667,0.05525,0.0052856017500000005,1.731529411764706
train,20230620_161023ll.jpg,0,0.539667,0.36075,0.142,0.113,0.016045999999999998,1.2566371681415929
train,20230620_161026ll.jpg,0,0.491167,0.248125,0.131667,0.09675,0.01273878225,1.3608992248062015
train,20230620_161026ll.jpg,0,0.807,0.2085,0.065333,0.052,0.003397316,1.2564038461538463
train,20230620_161026ll.jpg,0,0.848333,0.150875,0.049333,0.02375,0.0011716587500000002,2.077178947368421
train,20230620_161029ll.jpg,0,0.4795,0.31725,0.163667,0.137,0.022422379000000003,1.1946496350364963
train,20230620_161029ll.jpg,0,0.697,0.06175,0.108667,0.065,0.007063355,1.6718
train,20230620_161031ll.jpg,0,0.495333,0.39225,0.166667,0.113,0.018833371,1.4749292035398232
train,20230620_161043ll.jpg,0,0.4035,0.340625,0.130333,0.05975,0.00778739675,2.181305439330544
train,20230620_161043ll.jpg,0,0.852,0.249875,0.065333,0.02825,0.0018456572500000002,2.3126725663716816
train,20230620_161043ll.jpg,0,0.534333,0.2605,0.026667,0.022,0.0005866739999999999,1.2121363636363638
train,20230620_161046ll.jpg,0,0.424333,0.25575,0.059333,0.0445,0.0026403184999999997,1.3333258426966292
train,20230620_161048ll.jpg,0,0.505667,0.357375,0.192667,0.08475,0.016328528250000002,2.2733569321533924
train,20230620_161052ll.jpg,0,0.493333,0.11725,0.156667,0.0565,0.0088516855,2.772867256637168
train,20230620_161052ll.jpg,0,0.804,0.131,0.044,0.0175,0.0007700000000000001,2.514285714285714
train,20230620_161057ll.jpg,0,0.352667,0.362875,0.2,0.06525,0.01305,3.0651340996168583
train,20230620_161103ll.jpg,0,0.579333,0.279125,0.054,0.02975,0.0016064999999999999,1.815126050420168
train,20230620_161110ll.jpg,0,0.504833,0.23075,0.261,0.0575,0.015007500000000002,4.539130434782608
train,20230620_161115ll.jpg,0,0.3955,0.263875,0.146333,0.05225,0.007645899249999999,2.8006315789473684
train,20230620_161115ll.jpg,0,0.964667,0.206,0.056667,0.0165,0.0009350055000000001,3.4343636363636363
train,20230620_161122ll.jpg,0,0.5745,0.28775,0.110333,0.026,0.002868658,4.243576923076923
train,20230620_161129ll.jpg,0,0.463667,0.28125,0.134667,0.037,0.004982679,3.6396486486486492
train,20230620_161129ll.jpg,0,0.080167,0.116625,0.078333,0.02925,0.0022912402500000002,2.678051282051282
train,20230620_161134ll.jpg,0,0.448333,0.2145,0.185333,0.0445,0.0082473185,4.164786516853932
train,20230620_161140ll.jpg,0,0.2795,0.3775,0.189667,0.0555,0.0105265185,3.4174234234234233
train,20230620_161145ll.jpg,0,0.423,0.337875,0.213333,0.04125,0.00879998625,5.171709090909091
train,20230620_161145ll.jpg,0,0.109333,0.157375,0.058,0.03275,0.0018995000000000001,1.7709923664122138
train,20230620_161150ll.jpg,0,0.578,0.444875,0.248,0.09225,0.022878,2.6883468834688347
val,20230614_150823ll.jpg,0,0.619333,0.259625,0.101333,0.03925,0.00397732025,2.5817324840764333
val,20230614_150932ll.jpg,0,0.555,0.229625,0.175333,0.08575,0.01503480475,2.0446997084548104
val,20230614_150932ll.jpg,0,0.236,0.2725,0.074,0.0565,0.004181,1.309734513274336
val,20230614_150932ll.jpg,0,0.222667,0.039875,0.095333,0.07025,0.006697143250000001,1.357053380782918
val,20230614_150959ll.jpg,0,0.429667,0.120375,0.066667,0.05425,0.0036166847500000003,1.2288847926267281
val,20230620_160047ll.jpg,0,0.479333,0.2615,0.109333,0.03,0.00327999,3.6444333333333336
val,20230620_160047ll.jpg,0,0.6845,0.2095,0.029667,0.0095,0.0002818365,3.1228421052631576
val,20230620_160047ll.jpg,0,0.869167,0.222125,0.049,0.01225,0.0006002500000000001,4.0
val,20230620_160054ll.jpg,0,0.5795,0.256875,0.172333,0.04475,0.007711901749999999,3.8510167597765363
val,20230620_160109ll.jpg,0,0.049,0.39325,0.097333,0.0825,0.008029972500000001,1.1797939393939394
val,20230620_160109ll.jpg,0,0.4795,0.250875,0.030333,0.03925,0.00119057025,0.7728152866242037
val,20230620_160109ll.jpg,0,0.555,0.194625,0.032,0.03625,0.00116,0.8827586206896553
val,20230620_160150ll.jpg,0,0.4055,0.22125,0.019,0.0075,0.0001425,2.533333333333333
val,20230620_160150ll.jpg,0,0.463167,0.2055,0.012333,0.007,8.6331e-05,1.7618571428571428
val,20230620_160222ll.jpg,0,0.504833,0.15675,0.035,0.025,0.0008750000000000001,1.4000000000000001
val,20230620_160222ll.jpg,0,0.948333,0.425,0.098667,0.041,0.004045347,2.4065121951219512
val,20230620_160222ll.jpg,0,0.1975,0.112375,0.015667,0.01025,0.00016058675,1.5284878048780488
val,20230620_160222ll.jpg,0,0.569167,0.15275,0.023667,0.006,0.00014200200000000001,3.9445
val,20230620_160338ll.jpg,0,0.553333,0.38625,0.149333,0.075,0.011199975,1.9911066666666666
val,20230620_160513ll.jpg,0,0.596167,0.104125,0.162333,0.03475,0.005641071750000001,4.671453237410072
val,20230620_160530ll.jpg,0,0.472167,0.309625,0.320333,0.07175,0.022983892749999995,4.464571428571428
val,20230620_161015ll.jpg,0,0.452,0.3155,0.158,0.0925,0.014615,1.7081081081081082
val,20230620_161149ll.jpg,0,0.517333,0.281875,0.158,0.04875,0.0077025,3.241025641025641
test,20230614_151238ll.jpg,0,0.4295,0.358375,0.179667,0.07175,0.012891107249999999,2.50406968641115
test,20230614_151246ll.jpg,0,0.454167,0.28125,0.205667,0.0825,0.0169675275,2.4929333333333332
test,20230620_160118ll.jpg,0,0.696167,0.569875,0.235,0.17725,0.041653749999999996,1.3258110014104372
test,20230620_160118ll.jpg,0,0.8375,0.058,0.068333,0.062,0.004236646,1.1021451612903226
test,20230620_160204ll.jpg,0,0.52,0.189,0.035333,0.01,0.00035333000000000006,3.5333
test,20230620_160204ll.jpg,0,0.326333,0.157625,0.036,0.01025,0.00036899999999999997,3.512195121951219
test,20230620_160215ll.jpg,0,0.4635,0.24375,0.071,0.025,0.0017749999999999999,2.8399999999999994
test,20230620_160215ll.jpg,0,0.287,0.105625,0.038667,0.02625,0.00101500875,1.4730285714285716
test,20230620_160215ll.jpg,0,0.764833,0.149625,0.045,0.01425,0.00064125,3.157894736842105
test,20230620_160337ll.jpg,0,0.370167,0.373125,0.205667,0.14875,0.030592966249999996,1.382635294117647
test,20230620_160337ll.jpg,0,0.820167,0.28725,0.137667,0.0685,0.009430189500000002,2.0097372262773723
test,20230620_160339ll.jpg,0,0.520167,0.170375,0.129,0.05225,0.00674025,2.4688995215311005
test,20230620_160339ll.jpg,0,0.967667,0.06275,0.064667,0.024,0.0015520080000000001,2.6944583333333334
test,20230620_160454ll.jpg,0,0.237333,0.072375,0.019333,0.01125,0.00021749625,1.718488888888889
test,20230620_160735ll.jpg,0,0.504833,0.43175,0.194333,0.088,0.017101304,2.2083295454545455
test,20230620_160946ll.jpg,0,0.529,0.390125,0.088667,0.04325,0.0038348477499999993,2.0501040462427746
test,20230620_160946ll.jpg,0,0.8015,0.15375,0.029667,0.0155,0.00045983849999999996,1.914
test,20230620_160946ll.jpg,0,0.612833,0.15025,0.012333,0.007,8.6331e-05,1.7618571428571428
test,20230620_160946ll.jpg,0,0.684833,0.144,0.006333,0.0035,2.21655e-05,1.8094285714285714
test,20230620_160946ll.jpg,0,0.728167,0.1355,0.011667,0.0065,7.58355e-05,1.794923076923077
test,20230620_160946ll.jpg,0,0.661667,0.141375,0.008,0.00375,3e-05,2.1333333333333333
test,20230620_160946ll.jpg,0,0.864,0.13925,0.013333,0.003,3.9999e-05,4.444333333333333
test,20230620_161050ll.jpg,0,0.491833,0.28625,0.211667,0.0925,0.0195791975,2.288291891891892
test,20230620_161050ll.jpg,0,0.951,0.13125,0.098,0.024,0.002352,4.083333333333333
test,20230620_161104ll.jpg,0,0.61,0.285125,0.198667,0.05775,0.01147301925,3.440121212121212
